,name,id,FDA Approved
Biological Process::GO:0070542,response to fatty acid,65490,
Biological Process::GO:0048546,digestive tract morphogenesis,65491,
Gene::27063,ANKRD1,65492,
Biological Process::GO:0072014,proximal tubule development,65493,
Biological Process::GO:0043523,regulation of neuron apoptotic process,65494,
Biological Process::GO:0003018,vascular process in circulatory system,65495,
Biological Process::GO:0031497,chromatin assembly,65496,
Gene::10947,AP3M2,65497,
Biological Process::GO:0099517,synaptic vesicle transport along microtubule,65498,
Biological Process::GO:0045909,positive regulation of vasodilation,65499,
Biological Process::GO:2001259,positive regulation of cation channel activity,65500,
Biological Process::GO:2000279,negative regulation of DNA biosynthetic process,65501,
Biological Process::GO:0006364,rRNA processing,65502,
Biological Process::GO:0001523,retinoid metabolic process,65503,
Biological Process::GO:0045599,negative regulation of fat cell differentiation,65504,
Gene::2790,GNG10,65505,
Biological Process::GO:0043619,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,65506,
Biological Process::GO:2001236,regulation of extrinsic apoptotic signaling pathway,65507,
Biological Process::GO:0003164,His-Purkinje system development,65508,
Gene::9143,SYNGR3,65509,
Biological Process::GO:0010470,regulation of gastrulation,65510,
Biological Process::GO:0030216,keratinocyte differentiation,65511,
Biological Process::GO:0010876,lipid localization,65512,
Gene::56005,MYDGF,65513,
Gene::347734,SLC35B2,65514,
Biological Process::GO:0006022,aminoglycan metabolic process,65515,
Biological Process::GO:0032526,response to retinoic acid,65516,
Biological Process::GO:0072387,flavin adenine dinucleotide metabolic process,65517,
Biological Process::GO:0003073,regulation of systemic arterial blood pressure,65518,
Gene::23529,CLCF1,65519,
Biological Process::GO:0050805,negative regulation of synaptic transmission,65520,
Biological Process::GO:0001822,kidney development,65521,
Biological Process::GO:0010663,positive regulation of striated muscle cell apoptotic process,65522,
Biological Process::GO:0043627,response to estrogen,65523,
Biological Process::GO:0051100,negative regulation of binding,65524,
Biological Process::GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,65525,
Biological Process::GO:1990542,mitochondrial transmembrane transport,65526,
Biological Process::GO:0055082,cellular chemical homeostasis,65527,
Biological Process::GO:0043931,ossification involved in bone maturation,65528,
Gene::128371,OR6K6,65529,
Biological Process::GO:0055017,cardiac muscle tissue growth,65530,
Biological Process::GO:0030168,platelet activation,65531,
Biological Process::GO:0032768,regulation of monooxygenase activity,65532,
Biological Process::GO:0033591,response to L-ascorbic acid,65533,
Biological Process::GO:0038083,peptidyl-tyrosine autophosphorylation,65534,
Biological Process::GO:0050851,antigen receptor-mediated signaling pathway,65535,
Biological Process::GO:0031331,positive regulation of cellular catabolic process,65536,
Biological Process::GO:0060419,heart growth,65537,
Biological Process::GO:0032844,regulation of homeostatic process,65538,
Gene::10720,UGT2B11,65539,
Biological Process::GO:0031032,actomyosin structure organization,65540,
Biological Process::GO:0090102,cochlea development,65541,
Biological Process::GO:0033194,response to hydroperoxide,65542,
Biological Process::GO:0051149,positive regulation of muscle cell differentiation,65543,
Biological Process::GO:0045834,positive regulation of lipid metabolic process,65544,
Gene::23039,XPO7,65545,
Gene::81469,OR2G3,65546,
Biological Process::GO:0060482,lobar bronchus development,65547,
Biological Process::GO:0009164,nucleoside catabolic process,65548,
Biological Process::GO:0008213,protein alkylation,65549,
Biological Process::GO:0035690,cellular response to drug,65550,
Biological Process::GO:0006290,pyrimidine dimer repair,65551,
Gene::3449,IFNA16,65552,
Biological Process::GO:0030029,actin filament-based process,65553,
Biological Process::GO:0003231,cardiac ventricle development,65554,
Gene::80145,THOC7,65555,
Biological Process::GO:0006913,nucleocytoplasmic transport,65556,
Biological Process::GO:0002087,regulation of respiratory gaseous exchange by neurological system process,65557,
Biological Process::GO:0031664,regulation of lipopolysaccharide-mediated signaling pathway,65558,
Gene::317705,VN1R5,65559,
Biological Process::GO:0019236,response to pheromone,65560,
Gene::192669,AGO3,65561,
Biological Process::GO:0031047,gene silencing by RNA,65562,
Biological Process::GO:0071902,positive regulation of protein serine/threonine kinase activity,65563,
Gene::729330,OC90,65564,
Biological Process::GO:0031589,cell-substrate adhesion,65565,
Biological Process::GO:0061430,bone trabecula morphogenesis,65566,
Biological Process::GO:1900373,positive regulation of purine nucleotide biosynthetic process,65567,
Biological Process::GO:1904375,regulation of protein localization to cell periphery,65568,
Biological Process::GO:0071157,negative regulation of cell cycle arrest,65569,
Biological Process::GO:1900543,negative regulation of purine nucleotide metabolic process,65570,
Gene::60484,HAPLN2,65571,
Biological Process::GO:0034660,ncRNA metabolic process,65572,
Biological Process::GO:0002523,leukocyte migration involved in inflammatory response,65573,
Biological Process::GO:0045980,negative regulation of nucleotide metabolic process,65574,
Biological Process::GO:0045912,negative regulation of carbohydrate metabolic process,65575,
Biological Process::GO:1900077,negative regulation of cellular response to insulin stimulus,65576,
Gene::9419,CRIPT,65577,
Biological Process::GO:0050807,regulation of synapse organization,65578,
Biological Process::GO:0031114,regulation of microtubule depolymerization,65579,
Biological Process::GO:0051048,negative regulation of secretion,65580,
Biological Process::GO:0006284,base-excision repair,65581,
Biological Process::GO:0048738,cardiac muscle tissue development,65582,
Biological Process::GO:0050912,detection of chemical stimulus involved in sensory perception of taste,65583,
Biological Process::GO:0031345,negative regulation of cell projection organization,65584,
Biological Process::GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,65585,
Biological Process::GO:0033046,negative regulation of sister chromatid segregation,65586,
Gene::29995,LMCD1,65587,
Biological Process::GO:0050691,regulation of defense response to virus by host,65588,
Gene::344905,ATP13A5,65589,
Biological Process::GO:0050801,ion homeostasis,65590,
Gene::51006,SLC35C2,65591,
Biological Process::GO:0018209,peptidyl-serine modification,65592,
Biological Process::GO:0000055,ribosomal large subunit export from nucleus,65593,
Gene::3111,HLA-DOA,65594,
Biological Process::GO:0002580,regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,65595,
Biological Process::GO:0032201,telomere maintenance via semi-conservative replication,65596,
Biological Process::GO:0032885,regulation of polysaccharide biosynthetic process,65597,
Biological Process::GO:1901977,negative regulation of cell cycle checkpoint,65598,
Biological Process::GO:0048701,embryonic cranial skeleton morphogenesis,65599,
Biological Process::GO:0045070,positive regulation of viral genome replication,65600,
Gene::22999,RIMS1,65601,
Biological Process::GO:0060759,regulation of response to cytokine stimulus,65602,
Biological Process::GO:0007093,mitotic cell cycle checkpoint,65603,
Biological Process::GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,65604,
Gene::51057,WDPCP,65605,
Biological Process::GO:0045995,regulation of embryonic development,65606,
Biological Process::GO:0061589,calcium activated phosphatidylserine scrambling,65607,
Gene::64089,SNX16,65608,
Biological Process::GO:0032471,negative regulation of endoplasmic reticulum calcium ion concentration,65609,
Gene::5194,PEX13,65610,
Biological Process::GO:0022615,protein to membrane docking,65611,
Biological Process::GO:2001021,negative regulation of response to DNA damage stimulus,65612,
Gene::6160,RPL31,65613,
Biological Process::GO:0036342,post-anal tail morphogenesis,65614,
Biological Process::GO:1903215,negative regulation of protein targeting to mitochondrion,65615,
Gene::10861,SLC26A1,65616,
Gene::10906,TRAFD1,65617,
Biological Process::GO:0009637,response to blue light,65618,
Gene::23538,OR52A1,65619,
Biological Process::GO:0060411,cardiac septum morphogenesis,65620,
Biological Process::GO:0048636,positive regulation of muscle organ development,65621,
Biological Process::GO:0009199,ribonucleoside triphosphate metabolic process,65622,
Biological Process::GO:0043603,cellular amide metabolic process,65623,
Gene::201595,STT3B,65624,
Biological Process::GO:0033561,regulation of water loss via skin,65625,
Biological Process::GO:0010498,proteasomal protein catabolic process,65626,
Gene::150372,NFAM1,65627,
Biological Process::GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process,65628,
Biological Process::GO:0006401,RNA catabolic process,65629,
Biological Process::GO:0051222,positive regulation of protein transport,65630,
Biological Process::GO:0002903,negative regulation of B cell apoptotic process,65631,
Biological Process::GO:0031017,exocrine pancreas development,65632,
Gene::260434,PYDC1,65633,
Biological Process::GO:0050714,positive regulation of protein secretion,65634,
Gene::9724,UTP14C,65635,
Biological Process::GO:0045839,negative regulation of mitotic nuclear division,65636,
Biological Process::GO:0002260,lymphocyte homeostasis,65637,
Gene::29095,ORMDL2,65638,
Biological Process::GO:0006672,ceramide metabolic process,65639,
Gene::100996939,PYURF,65640,
Gene::219793,TBATA,65641,
Biological Process::GO:0016311,dephosphorylation,65642,
Gene::64428,NARFL,65643,
Biological Process::GO:0036293,response to decreased oxygen levels,65644,
Gene::29098,RANGRF,65645,
Biological Process::GO:0048665,neuron fate specification,65646,
Gene::10082,GPC6,65647,
Biological Process::GO:0006024,glycosaminoglycan biosynthetic process,65648,
Biological Process::GO:0002408,myeloid dendritic cell chemotaxis,65649,
Gene::338339,CLEC4D,65650,
Biological Process::GO:0035743,"CD4-positive, alpha-beta T cell cytokine production",65651,
Biological Process::GO:0033157,regulation of intracellular protein transport,65652,
Gene::114034,TOE1,65653,
Biological Process::GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",65654,
Biological Process::GO:0060428,lung epithelium development,65655,
Biological Process::GO:0097306,cellular response to alcohol,65656,
Biological Process::GO:0042347,negative regulation of NF-kappaB import into nucleus,65657,
Biological Process::GO:0006275,regulation of DNA replication,65658,
Biological Process::GO:0048489,synaptic vesicle transport,65659,
Biological Process::GO:0031274,positive regulation of pseudopodium assembly,65660,
Biological Process::GO:1901292,nucleoside phosphate catabolic process,65661,
Biological Process::GO:0003184,pulmonary valve morphogenesis,65662,
Biological Process::GO:0009111,vitamin catabolic process,65663,
Biological Process::GO:0016049,cell growth,65664,
Biological Process::GO:0050730,regulation of peptidyl-tyrosine phosphorylation,65665,
Biological Process::GO:0022409,positive regulation of cell-cell adhesion,65666,
Biological Process::GO:0008543,fibroblast growth factor receptor signaling pathway,65667,
Gene::4991,OR1D2,65668,
Biological Process::GO:0043507,positive regulation of JUN kinase activity,65669,
Biological Process::GO:1902750,negative regulation of cell cycle G2/M phase transition,65670,
Biological Process::GO:0003376,sphingosine-1-phosphate signaling pathway,65671,
Biological Process::GO:0036336,dendritic cell migration,65672,
Biological Process::GO:0046649,lymphocyte activation,65673,
Biological Process::GO:0050715,positive regulation of cytokine secretion,65674,
Biological Process::GO:0030889,negative regulation of B cell proliferation,65675,
Biological Process::GO:0097530,granulocyte migration,65676,
Biological Process::GO:0034762,regulation of transmembrane transport,65677,
Gene::10552,ARPC1A,65678,
Biological Process::GO:0016561,"protein import into peroxisome matrix, translocation",65679,
Biological Process::GO:1901020,negative regulation of calcium ion transmembrane transporter activity,65680,
Biological Process::GO:0009636,response to toxic substance,65681,
Biological Process::GO:0044062,regulation of excretion,65682,
Biological Process::GO:0015780,nucleotide-sugar transport,65683,
Biological Process::GO:0030260,entry into host cell,65684,
Biological Process::GO:0006476,protein deacetylation,65685,
Biological Process::GO:0000302,response to reactive oxygen species,65686,
Biological Process::GO:0002381,immunoglobulin production involved in immunoglobulin mediated immune response,65687,
Biological Process::GO:0050855,regulation of B cell receptor signaling pathway,65688,
Biological Process::GO:0008299,isoprenoid biosynthetic process,65689,
Biological Process::GO:0097480,establishment of synaptic vesicle localization,65690,
Biological Process::GO:0001554,luteolysis,65691,
Gene::79176,FBXL15,65692,
Biological Process::GO:0051603,proteolysis involved in cellular protein catabolic process,65693,
Gene::96459,FNIP1,65694,
Biological Process::GO:2000181,negative regulation of blood vessel morphogenesis,65695,
Gene::8372,HYAL3,65696,
Biological Process::GO:0006026,aminoglycan catabolic process,65697,
Gene::3071,NCKAP1L,65698,
Biological Process::GO:0051495,positive regulation of cytoskeleton organization,65699,
Gene::8907,AP1M1,65700,
Biological Process::GO:0048757,pigment granule maturation,65701,
Biological Process::GO:0046476,glycosylceramide biosynthetic process,65702,
Biological Process::GO:0019532,oxalate transport,65703,
Gene::91782,CHMP7,65704,
Biological Process::GO:0006997,nucleus organization,65705,
Biological Process::GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,65706,
Biological Process::GO:0060448,dichotomous subdivision of terminal units involved in lung branching,65707,
Biological Process::GO:0070252,actin-mediated cell contraction,65708,
Biological Process::GO:0032392,DNA geometric change,65709,
Biological Process::GO:0070874,negative regulation of glycogen metabolic process,65710,
Biological Process::GO:0017157,regulation of exocytosis,65711,
Biological Process::GO:0061097,regulation of protein tyrosine kinase activity,65712,
Biological Process::GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,65713,
Biological Process::GO:0048199,"vesicle targeting, to, from or within Golgi",65714,
Gene::27177,IL36B,65715,
Biological Process::GO:1903409,reactive oxygen species biosynthetic process,65716,
Biological Process::GO:0032786,"positive regulation of DNA-templated transcription, elongation",65717,
Biological Process::GO:1903428,positive regulation of reactive oxygen species biosynthetic process,65718,
Gene::57122,NUP107,65719,
Biological Process::GO:0006534,cysteine metabolic process,65720,
Biological Process::GO:0072523,purine-containing compound catabolic process,65721,
Biological Process::GO:0042698,ovulation cycle,65722,
Biological Process::GO:0006101,citrate metabolic process,65723,
Gene::57688,ZSWIM6,65724,
Gene::22875,ENPP4,65725,
Gene::51504,TRMT112,65726,
Biological Process::GO:0009451,RNA modification,65727,
Biological Process::GO:0032231,regulation of actin filament bundle assembly,65728,
Biological Process::GO:0071451,cellular response to superoxide,65729,
Biological Process::GO:0017145,stem cell division,65730,
Gene::23295,MGRN1,65731,
Biological Process::GO:0008333,endosome to lysosome transport,65732,
Biological Process::GO:0006611,protein export from nucleus,65733,
Biological Process::GO:0009895,negative regulation of catabolic process,65734,
Biological Process::GO:1901674,regulation of histone H3-K27 acetylation,65735,
Biological Process::GO:0086001,cardiac muscle cell action potential,65736,
Biological Process::GO:0032928,regulation of superoxide anion generation,65737,
Biological Process::GO:0002695,negative regulation of leukocyte activation,65738,
Gene::10361,NPM2,65739,
Biological Process::GO:1901990,regulation of mitotic cell cycle phase transition,65740,
Biological Process::GO:0070173,regulation of enamel mineralization,65741,
Biological Process::GO:0002762,negative regulation of myeloid leukocyte differentiation,65742,
Gene::285643,KIF4B,65743,
Biological Process::GO:2000672,negative regulation of motor neuron apoptotic process,65744,
Gene::196883,ADCY4,65745,
Biological Process::GO:0019693,ribose phosphate metabolic process,65746,
Biological Process::GO:1902099,regulation of metaphase/anaphase transition of cell cycle,65747,
Biological Process::GO:0055099,response to high density lipoprotein particle,65748,
Biological Process::GO:0021800,cerebral cortex tangential migration,65749,
Biological Process::GO:0022407,regulation of cell-cell adhesion,65750,
Biological Process::GO:0051220,cytoplasmic sequestering of protein,65751,
Biological Process::GO:0006352,"DNA-templated transcription, initiation",65752,
Biological Process::GO:0060026,convergent extension,65753,
Biological Process::GO:0090023,positive regulation of neutrophil chemotaxis,65754,
Biological Process::GO:0034374,low-density lipoprotein particle remodeling,65755,
Biological Process::GO:0007340,acrosome reaction,65756,
Biological Process::GO:0010817,regulation of hormone levels,65757,
Biological Process::GO:1903793,positive regulation of anion transport,65758,
Biological Process::GO:0051917,regulation of fibrinolysis,65759,
Biological Process::GO:0034442,regulation of lipoprotein oxidation,65760,
Gene::138151,NACC2,65761,
Biological Process::GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,65762,
Biological Process::GO:0042269,regulation of natural killer cell mediated cytotoxicity,65763,
Biological Process::GO:0008361,regulation of cell size,65764,
Biological Process::GO:0032846,positive regulation of homeostatic process,65765,
Gene::27013,CNPPD1,65766,
Biological Process::GO:0010518,positive regulation of phospholipase activity,65767,
Biological Process::GO:0071827,plasma lipoprotein particle organization,65768,
Biological Process::GO:0097193,intrinsic apoptotic signaling pathway,65769,
Biological Process::GO:0006721,terpenoid metabolic process,65770,
Biological Process::GO:0030834,regulation of actin filament depolymerization,65771,
Biological Process::GO:0046134,pyrimidine nucleoside biosynthetic process,65772,
Gene::23031,MAST3,65773,
Biological Process::GO:0018105,peptidyl-serine phosphorylation,65774,
Biological Process::GO:0015986,ATP synthesis coupled proton transport,65775,
Biological Process::GO:0072164,mesonephric tubule development,65776,
Biological Process::GO:0048565,digestive tract development,65777,
Biological Process::GO:0034612,response to tumor necrosis factor,65778,
Biological Process::GO:0031536,positive regulation of exit from mitosis,65779,
Biological Process::GO:2000008,regulation of protein localization to cell surface,65780,
Biological Process::GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,65781,
Gene::221476,PI16,65782,
Gene::25769,SLC24A2,65783,
Biological Process::GO:0043504,mitochondrial DNA repair,65784,
Gene::79501,OR4F5,65785,
Biological Process::GO:0003170,heart valve development,65786,
Gene::90701,SEC11C,65787,
Biological Process::GO:0006813,potassium ion transport,65788,
Biological Process::GO:0051656,establishment of organelle localization,65789,
Biological Process::GO:1904237,"positive regulation of substrate-dependent cell migration, cell attachment to substrate",65790,
Biological Process::GO:0043032,positive regulation of macrophage activation,65791,
Biological Process::GO:0014013,regulation of gliogenesis,65792,
Biological Process::GO:0030593,neutrophil chemotaxis,65793,
Biological Process::GO:0043631,RNA polyadenylation,65794,
Biological Process::GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",65795,
Biological Process::GO:0002790,peptide secretion,65796,
Biological Process::GO:0050679,positive regulation of epithelial cell proliferation,65797,
Gene::152206,CCDC13,65798,
Biological Process::GO:0051496,positive regulation of stress fiber assembly,65799,
Biological Process::GO:0009410,response to xenobiotic stimulus,65800,
Biological Process::GO:0051963,regulation of synapse assembly,65801,
Biological Process::GO:0009064,glutamine family amino acid metabolic process,65802,
Biological Process::GO:0043508,negative regulation of JUN kinase activity,65803,
Biological Process::GO:1903707,negative regulation of hemopoiesis,65804,
Biological Process::GO:0008207,C21-steroid hormone metabolic process,65805,
Gene::9086,EIF1AY,65806,
Biological Process::GO:0006413,translational initiation,65807,
Gene::22902,RUFY3,65808,
Biological Process::GO:0032535,regulation of cellular component size,65809,
Gene::58477,SRPRB,65810,
Biological Process::GO:0007346,regulation of mitotic cell cycle,65811,
Biological Process::GO:0034968,histone lysine methylation,65812,
Biological Process::GO:0032026,response to magnesium ion,65813,
Biological Process::GO:0019935,cyclic-nucleotide-mediated signaling,65814,
Gene::84750,FUT10,65815,
Gene::92370,PXYLP1,65816,
Biological Process::GO:1902730,positive regulation of proteoglycan biosynthetic process,65817,
Biological Process::GO:0009219,pyrimidine deoxyribonucleotide metabolic process,65818,
Biological Process::GO:0090407,organophosphate biosynthetic process,65819,
Biological Process::GO:0031054,pre-miRNA processing,65820,
Gene::22948,CCT5,65821,
Biological Process::GO:0046330,positive regulation of JNK cascade,65822,
Biological Process::GO:0072178,nephric duct morphogenesis,65823,
Biological Process::GO:0097696,STAT cascade,65824,
Biological Process::GO:0034121,regulation of toll-like receptor signaling pathway,65825,
Biological Process::GO:0036109,alpha-linolenic acid metabolic process,65826,
Biological Process::GO:0006182,cGMP biosynthetic process,65827,
Gene::84969,TOX2,65828,
Biological Process::GO:1901888,regulation of cell junction assembly,65829,
Biological Process::GO:0051047,positive regulation of secretion,65830,
Biological Process::GO:0006869,lipid transport,65831,
Gene::100423062,IGLL5,65832,
Biological Process::GO:0006910,"phagocytosis, recognition",65833,
Biological Process::GO:0006957,"complement activation, alternative pathway",65834,
Biological Process::GO:0015849,organic acid transport,65835,
Biological Process::GO:0016137,glycoside metabolic process,65836,
Biological Process::GO:0090559,regulation of membrane permeability,65837,
Gene::8355,HIST1H3G,65838,
Biological Process::GO:0000183,chromatin silencing at rDNA,65839,
Biological Process::GO:0061564,axon development,65840,
Biological Process::GO:1901532,regulation of hematopoietic progenitor cell differentiation,65841,
Biological Process::GO:0071482,cellular response to light stimulus,65842,
Gene::115727,RASGRP4,65843,
Gene::10345,TRDN,65844,
Biological Process::GO:0050766,positive regulation of phagocytosis,65845,
Gene::219874,OR6T1,65846,
Biological Process::GO:0009593,detection of chemical stimulus,65847,
Biological Process::GO:0018108,peptidyl-tyrosine phosphorylation,65848,
Biological Process::GO:1904590,negative regulation of protein import,65849,
Gene::494470,RNF165,65850,
Biological Process::GO:0043406,positive regulation of MAP kinase activity,65851,
Gene::79027,ZNF655,65852,
Gene::347051,SLC10A5,65853,
Biological Process::GO:0055024,regulation of cardiac muscle tissue development,65854,
Biological Process::GO:0032092,positive regulation of protein binding,65855,
Gene::23417,MLYCD,65856,
Biological Process::GO:0040008,regulation of growth,65857,
Biological Process::GO:0043367,"CD4-positive, alpha-beta T cell differentiation",65858,
Biological Process::GO:0060467,negative regulation of fertilization,65859,
Biological Process::GO:0017156,calcium ion regulated exocytosis,65860,
Gene::81035,COLEC12,65861,
Gene::5393,EXOSC9,65862,
Biological Process::GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process,65863,
Gene::54536,EXOC6,65864,
Biological Process::GO:0006887,exocytosis,65865,
Biological Process::GO:0006399,tRNA metabolic process,65866,
Biological Process::GO:0051703,intraspecies interaction between organisms,65867,
Biological Process::GO:0019233,sensory perception of pain,65868,
Gene::57129,MRPL47,65869,
Biological Process::GO:0043624,cellular protein complex disassembly,65870,
Biological Process::GO:0060968,regulation of gene silencing,65871,
Biological Process::GO:0050900,leukocyte migration,65872,
Gene::441531,PGAM4,65873,
Biological Process::GO:0051196,regulation of coenzyme metabolic process,65874,
Biological Process::GO:0000724,double-strand break repair via homologous recombination,65875,
Biological Process::GO:0071583,negative regulation of zinc ion transmembrane transport,65876,
Biological Process::GO:0001892,embryonic placenta development,65877,
Gene::55756,INTS9,65878,
Biological Process::GO:0016073,snRNA metabolic process,65879,
Biological Process::GO:0051650,establishment of vesicle localization,65880,
Gene::23363,OBSL1,65881,
Biological Process::GO:0038112,interleukin-8-mediated signaling pathway,65882,
Biological Process::GO:0061001,regulation of dendritic spine morphogenesis,65883,
Gene::25778,DSTYK,65884,
Biological Process::GO:0072028,nephron morphogenesis,65885,
Biological Process::GO:0002287,alpha-beta T cell activation involved in immune response,65886,
Gene::148213,ZNF681,65887,
Gene::535,ATP6V0A1,65888,
Biological Process::GO:0017187,peptidyl-glutamic acid carboxylation,65889,
Biological Process::GO:0006084,acetyl-CoA metabolic process,65890,
Biological Process::GO:0030204,chondroitin sulfate metabolic process,65891,
Gene::84504,NKX6-2,65892,
Biological Process::GO:0021514,ventral spinal cord interneuron differentiation,65893,
Biological Process::GO:0016197,endosomal transport,65894,
Biological Process::GO:0071216,cellular response to biotic stimulus,65895,
Gene::10279,PRSS16,65896,
Biological Process::GO:0032655,regulation of interleukin-12 production,65897,
Biological Process::GO:0006637,acyl-CoA metabolic process,65898,
Gene::4542,MYO1F,65899,
Biological Process::GO:0002446,neutrophil mediated immunity,65900,
Biological Process::GO:0022412,cellular process involved in reproduction in multicellular organism,65901,
Gene::11015,KDELR3,65902,
Biological Process::GO:0035437,maintenance of protein localization in endoplasmic reticulum,65903,
Biological Process::GO:0007435,salivary gland morphogenesis,65904,
Biological Process::GO:0034344,regulation of type III interferon production,65905,
Biological Process::GO:0048644,muscle organ morphogenesis,65906,
Biological Process::GO:0009452,7-methylguanosine RNA capping,65907,
Gene::8367,HIST1H4E,65908,
Biological Process::GO:2001038,regulation of cellular response to drug,65909,
Biological Process::GO:0045429,positive regulation of nitric oxide biosynthetic process,65910,
Gene::51306,FAM13B,65911,
Biological Process::GO:0098792,xenophagy,65912,
Gene::3834,KIF25,65913,
Biological Process::GO:0030100,regulation of endocytosis,65914,
Gene::92591,ASB16,65915,
Biological Process::GO:2000677,regulation of transcription regulatory region DNA binding,65916,
Biological Process::GO:0043648,dicarboxylic acid metabolic process,65917,
Biological Process::GO:0032731,positive regulation of interleukin-1 beta production,65918,
Biological Process::GO:0007187,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",65919,
Biological Process::GO:0002930,trabecular meshwork development,65920,
Biological Process::GO:0006664,glycolipid metabolic process,65921,
Biological Process::GO:0009074,aromatic amino acid family catabolic process,65922,
Biological Process::GO:1903795,regulation of inorganic anion transmembrane transport,65923,
Biological Process::GO:0032459,regulation of protein oligomerization,65924,
Gene::55423,SIRPG,65925,
Biological Process::GO:1903169,regulation of calcium ion transmembrane transport,65926,
Biological Process::GO:1901099,negative regulation of signal transduction in absence of ligand,65927,
Gene::81030,ZBP1,65928,
Biological Process::GO:0001959,regulation of cytokine-mediated signaling pathway,65929,
Biological Process::GO:0036296,response to increased oxygen levels,65930,
Biological Process::GO:0055067,monovalent inorganic cation homeostasis,65931,
Biological Process::GO:0070486,leukocyte aggregation,65932,
Biological Process::GO:0061008,hepaticobiliary system development,65933,
Biological Process::GO:0045185,maintenance of protein location,65934,
Biological Process::GO:0051769,regulation of nitric-oxide synthase biosynthetic process,65935,
Biological Process::GO:0016485,protein processing,65936,
Gene::56143,PCDHA5,65937,
Biological Process::GO:0016081,synaptic vesicle docking,65938,
Gene::140825,NEURL2,65939,
Biological Process::GO:0042692,muscle cell differentiation,65940,
Biological Process::GO:0008344,adult locomotory behavior,65941,
Gene::27229,TUBGCP4,65942,
Biological Process::GO:0051607,defense response to virus,65943,
Biological Process::GO:0032785,"negative regulation of DNA-templated transcription, elongation",65944,
Biological Process::GO:1904064,positive regulation of cation transmembrane transport,65945,
Biological Process::GO:0001964,startle response,65946,
Biological Process::GO:0060346,bone trabecula formation,65947,
Biological Process::GO:0046825,regulation of protein export from nucleus,65948,
Gene::158131,OR1Q1,65949,
Gene::91252,SLC39A13,65950,
Biological Process::GO:0072511,divalent inorganic cation transport,65951,
Biological Process::GO:0045471,response to ethanol,65952,
Gene::1352,COX10,65953,
Biological Process::GO:0009167,purine ribonucleoside monophosphate metabolic process,65954,
Biological Process::GO:2000224,regulation of testosterone biosynthetic process,65955,
Biological Process::GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,65956,
Biological Process::GO:0035821,modification of morphology or physiology of other organism,65957,
Biological Process::GO:0001819,positive regulation of cytokine production,65958,
Biological Process::GO:0048538,thymus development,65959,
Biological Process::GO:0090153,regulation of sphingolipid biosynthetic process,65960,
Biological Process::GO:0046939,nucleotide phosphorylation,65961,
Biological Process::GO:0051983,regulation of chromosome segregation,65962,
Biological Process::GO:0006283,transcription-coupled nucleotide-excision repair,65963,
Biological Process::GO:0032651,regulation of interleukin-1 beta production,65964,
Biological Process::GO:0019884,antigen processing and presentation of exogenous antigen,65965,
Biological Process::GO:0014816,skeletal muscle satellite cell differentiation,65966,
Biological Process::GO:1900034,regulation of cellular response to heat,65967,
Biological Process::GO:0050850,positive regulation of calcium-mediated signaling,65968,
Biological Process::GO:0021778,oligodendrocyte cell fate specification,65969,
Biological Process::GO:0032755,positive regulation of interleukin-6 production,65970,
Biological Process::GO:0045806,negative regulation of endocytosis,65971,
Biological Process::GO:0018393,internal peptidyl-lysine acetylation,65972,
Biological Process::GO:0042758,long-chain fatty acid catabolic process,65973,
Biological Process::GO:0032963,collagen metabolic process,65974,
Biological Process::GO:0002507,tolerance induction,65975,
Biological Process::GO:0071396,cellular response to lipid,65976,
Biological Process::GO:0009118,regulation of nucleoside metabolic process,65977,
Biological Process::GO:2000060,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,65978,
Biological Process::GO:0002224,toll-like receptor signaling pathway,65979,
Biological Process::GO:1903038,negative regulation of leukocyte cell-cell adhesion,65980,
Gene::55802,DCP1A,65981,
Biological Process::GO:0090181,regulation of cholesterol metabolic process,65982,
Biological Process::GO:0072091,regulation of stem cell proliferation,65983,
Biological Process::GO:0007350,blastoderm segmentation,65984,
Biological Process::GO:0016571,histone methylation,65985,
Biological Process::GO:0048660,regulation of smooth muscle cell proliferation,65986,
Gene::57175,CORO1B,65987,
Biological Process::GO:0035058,nonmotile primary cilium assembly,65988,
Gene::5309,PITX3,65989,
Biological Process::GO:0048635,negative regulation of muscle organ development,65990,
Biological Process::GO:0046877,regulation of saliva secretion,65991,
Biological Process::GO:2000738,positive regulation of stem cell differentiation,65992,
Biological Process::GO:0021762,substantia nigra development,65993,
Biological Process::GO:0006941,striated muscle contraction,65994,
